metric,group,n,mean,std,median,p25,p75
brightness_mean,TP,1191,29.836664301121967,7.333538497688742,30.34699821472168,24.85809898376465,34.80880355834961
brightness_mean,TN,1151,22.464925800583654,9.056608737074791,21.217334747314453,15.385144233703613,28.347597122192383
brightness_mean,FP,44,31.12590841813521,8.769069763218514,30.55415916442871,26.434948444366455,39.02139377593994
brightness_mean,FN,72,21.641326712237465,7.690517911926451,20.89628505706787,16.987294673919678,27.259073734283447
brightness_mean,MIS,0,0.0,0.0,0.0,0.0,0.0
brightness_mean,CORRECT,0,0.0,0.0,0.0,0.0,0.0
brightness_std,TP,1191,53.36557513860772,10.38027664953396,54.25835037231445,46.82084274291992,61.325321197509766
brightness_std,TN,1151,49.867001698392045,12.491745276815582,49.038604736328125,40.401851654052734,59.30982780456543
brightness_std,FP,44,56.37763201106679,12.996585092941855,58.44009971618652,48.77250957489014,68.65308380126953
brightness_std,FN,72,45.36637372440762,11.422129672817457,43.59437370300293,36.939104080200195,55.57834529876709
brightness_std,MIS,0,0.0,0.0,0.0,0.0,0.0
brightness_std,CORRECT,0,0.0,0.0,0.0,0.0,0.0
contrast_p95_p5,TP,1191,139.0560453400504,29.917943752556525,143.0,121.0,161.0
contrast_p95_p5,TN,1151,143.9463509991312,39.52481058639757,148.0,117.0,177.0
contrast_p95_p5,FP,44,148.1875,36.855158240787524,158.0,121.75,182.25
contrast_p95_p5,FN,72,126.77083333333333,38.3060955231064,120.0,104.0,154.0
contrast_p95_p5,MIS,0,0.0,0.0,0.0,0.0,0.0
contrast_p95_p5,CORRECT,0,0.0,0.0,0.0,0.0,0.0
sharpness_laplacian_var,TP,1191,261.02054103335644,102.40842670015111,253.43417358398438,194.89004516601562,315.2658386230469
sharpness_laplacian_var,TN,1151,391.73154619483716,169.46433149154603,386.7792053222656,263.9154510498047,515.5221862792969
sharpness_laplacian_var,FP,44,384.5152958089655,159.97577637308584,406.86668395996094,244.4021873474121,529.5115814208984
sharpness_laplacian_var,FN,72,304.3888168334961,122.68790850175064,312.10643005371094,192.57044219970703,362.98241424560547
sharpness_laplacian_var,MIS,0,0.0,0.0,0.0,0.0,0.0
sharpness_laplacian_var,CORRECT,0,0.0,0.0,0.0,0.0,0.0
snr_mean_over_std,TP,1191,0.5549873988739735,0.0558742918867152,0.5632799454232066,0.5236422322559687,0.5910455127661577
snr_mean_over_std,TN,1151,0.44027388504821413,0.104442414371302,0.44461362570137153,0.36052285663766903,0.5206865512984743
snr_mean_over_std,FP,44,0.5483975106635893,0.07338420852429631,0.5718426897611772,0.49353536408227927,0.6002493724710511
snr_mean_over_std,FN,72,0.4689181457776201,0.10115290549063112,0.4874291930327607,0.44962243472306807,0.5437745009285957
snr_mean_over_std,MIS,0,0.0,0.0,0.0,0.0,0.0
snr_mean_over_std,CORRECT,0,0.0,0.0,0.0,0.0,0.0
