metric,group,n,mean,std,median,p25,p75
confidence_max_prob,TP,1221,0.9898173205194466,0.04847609151016308,0.9999995231628418,0.9998893737792969,1.0
confidence_max_prob,TN,1133,0.9628839295518578,0.08604353941116145,0.9988559484481812,0.9805871248245239,0.999998927116394
confidence_max_prob,FP,62,0.8037181592756703,0.17261514849545934,0.8251685798168182,0.6465361416339874,0.9832983464002609
confidence_max_prob,FN,42,0.8803776871590387,0.16085464284770032,0.9816958606243134,0.7811181545257568,0.9957638680934906
confidence_max_prob,MIS,0,0.0,0.0,0.0,0.0,0.0
confidence_max_prob,CORRECT,0,0.0,0.0,0.0,0.0,0.0
confidence_margin,TP,1221,0.9796346410633012,0.09695218158029774,0.9999990463256836,0.999778687953949,1.0
confidence_margin,TN,1133,0.9257678587354607,0.172087079473185,0.9977119565010071,0.9611742496490479,0.9999979138374329
confidence_margin,FP,62,0.6074363209547535,0.34523030643289915,0.6503371894359589,0.29307230561971664,0.9665966928005219
confidence_margin,FN,42,0.7607553672222864,0.32170928802824345,0.9633917510509491,0.5622363090515137,0.9915277361869812
confidence_margin,MIS,0,0.0,0.0,0.0,0.0,0.0
confidence_margin,CORRECT,0,0.0,0.0,0.0,0.0,0.0
